title,contents
선인장다육식물연구소(구 선인장연구소),"이미지 크게보기
선인장다육식물연구소(구 선인장연구소)
분류
자연 > 자연관광지 > 수목원
위치
경기도 고양시 일산서구 송산로 464-52
공지사항
견학 예약제(필수-문의전화 031-229-6161)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
수용인원
문의및안내
관련 홈페이지
상세정보
관광코스안내
화장실
입 장 료
내국인 예약안내
개요
경기도 선인장의 양적 및 질적 발전을 도모하며 1994년 선인장다육식물연구소 설립 된 이래 새로운 품종의 육성과 고품질의 상품 생산기술을 개발해 오고 있다. 선인장재배농가의 기술경쟁력을 높이고  차원 높은 생산환경을 갖춰 갈 수 있도록 연구개발에 힘쓰고 있다. 수출과 해외시장의 기호도에 맞는 새로운 품종 육성  보급을 하고 있으며 내수시장도 넓혀가고 있다. 세계 20여개국으로 수출되는 경기선인장 경기도는 국내 최대의 선인장 주산지로 전국 재배면적의 82%를 차지하고 있다. 특히 수출선인장의 재배면적을 전국 94%에 달해 국내 최고이며 오랜 시간 재배 노하우와 재배기술력도 탁월하다.
이용안내
이용시간
* 평일 방문
1. 개인
견학시간 - 10:00 ~ 16:00
견학방법 - 선인장유전자원센터에서 직원의 안내에 따라 방명록 기재 후 견학 가능
2. 단체
견학당일 연구소내 원두막(쉼터)에 견학자 정렬(견학대표자)
안내자(농업연구사)의 안내에 따라 견학 실시

* 휴무일 및 휴일 방문
견학시간 - 10:00 ~ 16:00
견학방법 - 당직직원에게 문의 및 방명록 기재 후 지정장소만을 자유관람
※ 전화문의
쉬는날
주말  공휴일  명절(시설은 개방  안내X)
※ 전화문의
주차시설
있음
수용인원
1회당 20~100명
문의및안내
031-229-6161
관련 홈페이지
http://nongup.gg.go.kr
상세정보
관광코스안내
선인장유전자원센터 - 생태도시정원
화장실
있음
입 장 료
무료
내국인 예약안내
방문시  사전예약
경기도농업기술원 선인장연구소 지도
경기도농업기술원 선인장연구소
500m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
삼사해상공원 (삼사해상산책로),"이미지 크게보기
삼사해상공원 (삼사해상산책로)
분류
인문(문화/예술/역사) > 휴양관광지 > 공원
위치
경상북도 영덕군 강구면 해상공원길 120-7
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
개장일
이용시간
쉬는날
주차시설
문의및안내
관련 홈페이지
상세정보
이용가능시설
화장실
입 장 료
개요
아래로는 포항시  위로는 울진군과 맞닿아 있는 영덕군은 영덕대게와 평민 의병장 신돌석으로 유명한 고장이다. 드라마의 무대로 강구항이 알려지면서 영덕의 관광산업은 크게 발전했다. 강구항 남쪽  동해바다가 시원하게 내려다보이는 곳에 자리잡은 삼사 해상공원은 주위의 경치가 아름다워 주말이면 가족단위로 많이 찾는 공원이다. 경북 100주년을 기념하여 만들어진 29t의 경북 대종과 공연장  테마랜드와 방갈로  해피랜드와 기타공원 내 식당  매점 등이 20t 규모의 천하제일 화문석과 인공폭포  동해바다 경관과 어우러져 가족휴양지로 좋다. 이북의 고향을 그리는 마음으로 세워진 망향탑과 매년 1월 1일 전국에서 오는 분들과의 해맞이 축제시 벌이는 제야의 타종은 경북의 대표관광지로 자리잡고 있다.
이용안내
개장일
2005년 12월 9일
이용시간
24시간
쉬는날
연중무휴
주차시설
주차 가능(500여 대)
문의및안내
054-730-6790
관련 홈페이지
http://tour.yd.go.kr
상세정보
이용가능시설
[공원시설] 천하제일화문석  인공폭포  경북대종  망향탑  야외공연장  어촌민속전시관
화장실
있음
입 장 료
무료
※ 어촌민속전시관 유료
삼사해상공원 지도
삼사해상공원
5km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
중리어촌체험마을,"이미지 크게보기
중리어촌체험마을
분류
인문(문화/예술/역사) > 체험관광지 > 농.산.어촌 체험
위치
충청남도 서산시 지곡면 어름들2길 66 (지곡면)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
개장일
이용시간
쉬는날
주차시설
수용인원
신용카드가능여부
애완동물가능여부
체험가능연령
문의및안내
관련 홈페이지
상세정보
상점정보
이용가능시설
시설이용료
화장실
한국어 안내서비스
개요
중리 어촌 체험마을은 세계 5대 청정 갯벌 중 하나인 가로림만에 있는 마을로 농어업이 조화롭게 이루어지고 있는 마을이다. 중리 북쪽은 망미산을 비롯한 구릉성 산지이며  마을 안쪽 주변으로는 대규모 간척지가 발달되있어 바다 낚시뿐만 아니라 민물 낚시와 산책로로도 각광받고 있다. 중리의 해안가는 육지의 침강이나 해수면의 상승으로  육지의 일부가 바다가 되고 바다의 일부가 육지가 되어 복잡하고 아름다운 절경으로 이루어진 리아스식 해안이다.

중리 어촌 체험마을은 자연환경이 잘 보존되어 있기에 풍부한 수산 자원을 바탕으로 마을주민들은 주로 바지락 양식  굴 양식  감태 채취나 쭈꾸미  아나고  우럭  낙지잡이 등으로 생활을 하고 있다. 또한 중리 어촌 체험마을은 수도권에서 2시간 내외의 어촌 마을 중 아름답고 뛰어난 자연환경이 잘 보존되어 있어 풍부한 수산물 채취 체험이 가능한 마을이다. 이처럼 중리 어촌체험마을은 체험마을로서의 그 무한한 가능성을 인정받아 전국의 체험마을 106개 마을이 경쟁하는 2014년 체험마을 전진대회에서 최우수상을 수상하기도 하였다.
이용안내
개장일
2014년 08월 26일
이용시간
물때에 따라 다름
쉬는날
매주 월요일  설/추석 연휴 당일(전화 문의 바람)
주차시설
있음(상시 100대)
수용인원
1 000명 수용 가능
신용카드가능여부
가능
애완동물가능여부
가능
체험가능연령
보호자 동반시 연령제한 없음
문의및안내
041-665-9498
관련 홈페이지
http://www.xn--oy2b2b312c0qb09cx7hura767c.kr/
상세정보
상점정보
[마을 특산품]
- 굴  감태  바지락
이용가능시설
[숙박시설]
[기타시설]
편의시설 - 산책로
위생시설 - 세족장  수산물 세척장
시설이용료
전화문의
화장실
있음
한국어 안내서비스
생태해설사 안내 가능
중리어촌체험마을 지도
중리어촌체험마을
10km
© NAVER Corp.
일반
지형
위성
확대보기"
울기등대,"이미지 크게보기
울기등대
분류
자연 > 자연관광지 > 등대
위치
울산광역시 동구 등대로 155 (일산동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
문의및안내
관련 홈페이지
상세정보
이용가능시설
개요
태백산맥이 마지막 뻗어내려 그 끝머리가 깊숙이 방어진 반도에 꼬리를 감춘 곳  기기묘묘한 바위들이 해안의 절경을 이루고 있어 “제2의 해금강”이라 불리는 울산의 끝 “울기(蔚埼)”에 등대가 건립된 것은 1906년 3월 높이 6m의 백색팔각형 등탑이 세워지면서부터이다. 조선시대 말을 기르던 목장이었던 이곳에 러·일전쟁 이후 해군부대가 주둔하면서 인공적으로 1만 5천 그루의 해송림이 조성되었다. 그 후 등대 주변의 해송들이 자라 하늘을 감싸 안아 등대불이 보이지 않게 되자  1987년 12월 기존 위치에서 50m를 옮겨 촛대모양의 아름다운 등대를 새로 건립하여  동해안을 따라 항해하는 선박들의 길잡이 역할을 하고 있다. 특히  대왕암공원 내에 등대가 위치하여  등대로 가는 600m의 길섶에는 타래붓꽃  수선화  해당화  해국 등 각종 야생화가 찾는 이를 반기며  매년 4월이면 왕벚나무 터널이 만개하여 장관을 이룬다. 등대를 지나 계단을 내려서면 문무대왕의 호국영령이 서려 불그스름한 기운을 띤 대왕암이 청자빛 하늘과 코발트빛 바다를 그은 수평선 위로 살짝 돋아나면서 절경을 자아낸다. 울기(蔚琦)등대는 그 명칭이 일제잔재라는 의견이 대두됨에 따라 2006년 100주년을 맞아 지역주민의 의견을 수렴하여 울기(蔚氣)로 변경하였다.

* 최초점등일 - 1906년 3월 24일
* 구조 - 백색 8각 철근콘크리트 (24m)
* 등질 - 섬백광 10초 1섬광(FlW10s)
* 특징 - 우리나라 동해안 최초의 등대로서 울창한 송림이 우거진 대왕암공원 내에 등대가 설치되어 있으며  등대와 바다를 소재로 글을 쓰는 장소를 제공하는 등대이다.
이용안내
이용시간
4월~9월 : 09:00~18:00
10월~3월 : 09:00~17:00
문의및안내
052-251-2125
관련 홈페이지
http://ulsan.mof.go.kr
상세정보
이용가능시설
해상문화공간 (울기등대 구등탑  해상전망시설  4D 입체 영상관  선박조종체험관  대기실 등)
대왕암공원 지도
대왕암공원
10km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
봉화산(서울),"이미지 크게보기
봉화산(서울)
분류
자연 > 자연관광지 > 산
위치
서울특별시 중랑구 신내로21길 (신내동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
개요
봉화산은 서울의 동북부 외곽인 중랑구 상봉동 중화동 묵동 신내동에 접하여 있고 정상까지 높이는 160.1m 로 평지에 돌출되어 있는 독립구릉이다. 동쪽에 아차산 주능선이 있는 것을 제외하고는 북쪽으로 불암산  도봉산과 양주 일대까지 잘 조망 되며  서쪽과 남쪽으로도 높은 산이 없어 남산과 이남 지역도 잘 보이는 지역이다. 봉화산은 일명 “봉우재”라고 불리는데 1963년 1월 1일 경기도 양주군 구리면에서 서울시로 편입되었다. 이곳은 북쪽 양주의 한이산으로부터 연락을 받아 목멱산(남산)으로 전달하는 아차산 봉수대가 있던 곳으로 지난 1994년 11월 7일 봉수대를 복원하였다.

봉화산의 주요 수종은 소나무이며  기슭에는 먹골배로 유명한 배나무 밭이 조성되어 있는데 점차 주변지역으로 잠식되고 있다. 한편 봉화산 정상에서 약간 남쪽에 봉화산 도당인 산신각이 있으며  이 곳은 약 400년 전에 주민들이 도당굿과 산신제를 지내던 곳이기도 하다. 현재 산신각은 1992년 여름에 일어난 화재로 소실되어 지금은 붉은 벽돌과 시멘트로 지은 새 건물이 들어서 있다. 해마다 음력 3월 3일에 산 정상 부근에 있는 산신각(도당)에서 서울시 무형문화재 제34호로 지정된 봉화산 도당제가 열린다.
이용안내
문의및안내
02-2094-2353
관련 홈페이지
https://www.jungnang.go.kr/
봉화산 지도
봉화산
3km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
작은후진해수욕장,"이미지 크게보기
작은후진해수욕장
분류
자연 > 자연관광지 > 해수욕장
위치
강원도 삼척시 새천년도로 467 (교동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
이용가능시설
화장실
개요
삼척시청에서 북쪽으로 1.5km 거리에 위치한 작은후진해수욕장은 삼척해수욕장과 붙어있으며  낮은 야산을 뒤로한 아담한 어촌마을에 자리잡고 있다. 백사장길이 150m  수심 1~1.5m 정도이며  옆에는 작은 항포구를 끼고 있어 가족단위의 피서지로 적합하다.
이용안내
애완동물가능여부
가능
문의및안내
033-570-3843
관련 홈페이지
http://www.samcheok.go.kr/tour.web
상세정보
이용가능시설
숙박시설  목재데크  마트
화장실
있음
작은후진해수욕장 지도
작은후진해수욕장
3km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
서귀포 전기버스 시티투어,"이미지 크게보기
서귀포 전기버스 시티투어
분류
인문(문화/예술/역사) > 체험관광지 > 이색체험
위치
제주특별자치도 서귀포시 중산간동로7894번길 18-5 (동홍동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
문의및안내
관련 홈페이지
상세정보
관 람 료
개요
서귀포 시티투어는 친환경 전기버스를 이용하여 원도심에 있는 주요관광지와 전통시장 등을 여행할 수 있는 순환형 버스다.
이용안내
이용시간
09:00 ~ 21:35
쉬는날
연중무휴
문의및안내
064-732-1330
관련 홈페이지
http://m.seogwipo.go.kr/group/culture/tourism/electricity.htm
상세정보
관 람 료
제주버스요금적용
서귀포 전기버스 시티투어 지도
서귀포 전기버스 시티투어
10km
© NAVER Corp.
일반
지형
위성
확대보기"
서울시립미술관(서소문본관),"이미지 크게보기
서울시립미술관(서소문본관)
분류
인문(문화/예술/역사) > 문화시설 > 미술관/화랑
위치
서울특별시 중구 덕수궁길 61
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
규모
관람소요시간
이용요금
이용시간
쉬는날
주차시설
주차요금
유모차대여여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
사업내용
개요
* 수도권 방역조치 조정에 따라 사전예약제를 통한 전시관람 가능

서울특별시 중구 서소문동에 있는 미술관. 1988년 8월 19일 서울시 종로구 신문로 경희궁지 내 서울고등학교 건물을 보수하여 개관하였다가 2002년 5월 이전하여 새로이 재개관하였다. 서울 도심 한복판 덕수궁 돌담길을 따라 정동길에 아늑하게 자리잡은 서울시립미술관은 1920년대 건축양식으로 지어진 옛 대법원 건물을 파사드 (Facade 전면부)만 그대로 보존한 채 신축하였다.서울시립미술관은 미술작품을 체계적으로 수집 보존하고  다양한 기획전을 통해 미술을 일반 시민들에게 알리며  다양한 교육 강좌를 운영하여 미술문화 발전에 기여하기 위한 목적으로 설립되었다. 이 밖에도 현대미술의 발전을 위해 연구  조사하고  다양한 출판 활동과 작가지원 프로그램을 실시하고 있다.

서울시립미술관은 본관 외에도 사당동 내 위치한 남서울 분관과 대관전 위주의 경희궁 분관을 운영하고 있으며  작가 레지던스 프로그램으로서 난지창작스튜디오를 운영하고 있다. 미술관 본관 1  2  3층에는 총 6개의 전시실이 있는데  이 중 1개는 상설전시실로 [천경자의 혼]을 상시 전시하고 있다. 지하에는 교육프로그램을 진행하는 강의실과 세미나실이 자리하고 있다. 또한 미술관은 각 예술분야의 자료를 소장한 자료실을 갖추고 있으며  전시도록과 아트상품을 판매하는 뮤지엄샵과 카페테리아 등의 편의시설도 운영되고 있다.조직은 총무부와 학예연구부로 구분된다. 총무부는 미술관 운영에 관한 전반적인 사무를 진행하며 학예연구부는 교육홍보과  전시과  수집보존과로 나뉘어 연구  조사 교육  홍보를 바탕으로 하는 미술관 기능을 수행한다.


놓치지 말 것
서울시립미술관과 정동극장  정동제일교회 등 고전미 넘치는 장소를 품은 정동길을 거닐며 미술관 관람의 여운을 이어가볼 수 있다. 군데군데에서 조형 작품을 발견하는 재미가 있고  보다 시선을 멀리 두면 정다운 돌담길이 드리운다.


이용안내
규모
지하 1층  지상 3층(본관)
관람소요시간
1시간
이용요금
전시마다 다름
이용시간
하절기(3~10월) 10:00~20:00 (토·일·공휴일 19:00까지)
동절기(11~2월) 10:00~20:00 (토·일·공휴일 18:00까지)
※ 뮤지엄나이트 운영 : 매월 둘째주 수요일  마지막 주 수요일) 22:00까지 연장 개관
※ 관람종료 1시간 전까지 입장 가능
쉬는날
매주 월요일  1월 1일
주차시설
주차공간 협소(대중교통 이용바람)
주차요금
평일(월-금) 5분당 400원 / 토ㆍ일ㆍ공휴일 5분당 300원
※ 할인
- 장애인  국가유공자  고엽체휴유증환자 차량 : 주차요금의 80% 할인
- 경형승용차  저공해자동차 : 주차요금의 50% 할인
-「다둥이 행복카드」소지자에 대하여 두 자녀는 주차요금의 30% 할인  세 자녀 이상은 50% 할인 (서울특별시 주차장 설치 및 관리조례)
※ 승용차요일제 미등록차량 주차불가
유모차대여여부
가능
애완동물가능여부
불가
문의및안내
02-2124-8800
관련 홈페이지
http://sema.seoul.go.kr
상세정보
사업내용
기획전 진행  교육강좌 진행  소장작품 수집 및 보존
서울시립미술관(서소문본관) 지도
서울시립미술관(서소문본관)
10km
© NAVER Corp.
일반
지형
위성
확대보기"
일동 용암유황천,"분류
인문(문화/예술/역사) > 휴양관광지 > 온천/욕장/스파
위치
경기도 포천시 일동면 수입로 46 (일동면)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
신용카드가능여부
애완동물가능여부
문의및안내
상세정보
시설이용료
이용가능시설
화장실
주차요금
개요
지하 1 400미터에서 생성되어 용출하는 천연 유황천으로 데우지도 식히지도 않는 인체에 가장 적합한 42.1도의 수온을 자랑한다.각종 성인병 예방과 치료효과에 탁월하다는 유황성분이 8.9ppm이나 함유되어 있고  게르마늄 성분이 0.017ppm으로 다량 함유되어  특히 피부노화 방지 및 성인병 예방에 좋다고 한다. 한방탕  쑥탕  자스민탕 등 동굴탕과 맥반석 수면실  폭포탕  온천수영장 등을 고루 갖추고 있어 이용의 즐거움을 더해준다. 그 밖에 동시에 3 000명을 수용할 수 있다는 대욕탕을 비롯해  조선시대 전통 한증방식의 초대형 원적외선 불한증막  노천탕  원목으로 된 히노끼탕 등을 갖춰놓고 있다. 서울과 경기 지역 효도관광과 주말 가족 나들이 차량들로 수백대의 각종 차량들이 가득 들어서 항시 장관을 이룬다.
이용안내
이용시간
06:00~19:30
※ 입장시간 18:00까지
쉬는날
연중무휴
주차시설
주차 가능
신용카드가능여부
가능
애완동물가능여부
불가
문의및안내
031-536-4600
상세정보
시설이용료
대인 8 000원 / 소인(24개월~12세)  000원
이용가능시설
식당  토산품점
화장실
있음
주차요금
무료
일동 용암유황천 지도
일동 용암유황천
300m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
나릿골 감성마을,"이미지 크게보기
나릿골 감성마을
분류
인문(문화/예술/역사) > 체험관광지 > 농.산.어촌 체험
위치
강원도 삼척시 나리골길 12 (정하동)
출처원문보기
대한민국구석구석 원문보기
개요
나릿골은 삼척 정리항 영진안과 벽너머 사이 어항의 배를 정박하는나루가 있어서붙여친 명칭으로 거주민 30%가 어업에 종사하고 있으며 60~70년대생화 정취가남아있는 계단과 골목길  담장 등을 간직하고 있는 전형적인 항구문화가 남아있는아름다운 경치의 어촌 산마을입니다.
이용안내
문의및안내
033-575-1330
나릿골 감성마을 지도
나릿골 감성마을
10km
© NAVER Corp.
일반
지형
위성
확대보기"
남원 아담원,"이미지 크게보기
남원 아담원
분류
자연 > 자연관광지 > 수목원
위치
전라북도 남원시 이백면 목가길 193
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
개장일
이용시간
쉬는날
수용인원
유모차대여여부
신용카드가능여부
문의및안내
관련 홈페이지
상세정보
관광코스안내
입 장 료
개요
아담원은 본래 나무를 키우던 조경농원으로 지난 10년간 조경 전문기업인 고려조경의 노하우를 통해 나무 한 주  풀 한포기를 엄선하여 심고 관리하여 2018년 8월 아름다운 정원으로 재탄생하였다. 지리산 자락의 비경과 함께 방문자들에게는 훌륭한 힐링의 장을 제공하고 남원에서는 손꼽히는 관광지로 거듭나고 있는 수목원이며  내부에 위치한 카페는 브런치 메뉴와 음료  베이커리 등 판매하고 있다. 총 10개 내외의 아담원 탐방로는 태고의 자연을 간직하고 있으며 특히 연꽃이 피어나는 죽연지는 아담원에서 가장 사랑받는 탐방로이자 포토존으로 유명한 대표적인 곳이다.
이용안내
개장일
2018년 10월
이용시간
10:00~18:00
※ 마감 1시간 전까지 입장
쉬는날
매주 월/화 휴무  설/추석 연휴 당일 휴무
수용인원
약 500명 수용가능
유모차대여여부
불가
신용카드가능여부
가능
문의및안내
063-635-8342
관련 홈페이지
https://blog.naver.com/adamwon
상세정보
관광코스안내
편백나무길 - 카페 - 잔디광장 - 데크쉼터 - 죽연지(포토존) - 아담길 -정자 - 온실 - 소나무 숲길 - 야외무대
입 장 료
성인 8 000원
청소년 5 000원
※ 미취학 아동 무료 입장
남원 아담원 지도
남원 아담원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
감자꽃 스튜디오,"이미지 크게보기
감자꽃 스튜디오
분류
인문(문화/예술/역사) > 체험관광지 > 이색체험
위치
강원도 평창군 평창읍 고길천로 105
출처원문보기
대한민국구석구석 원문보기
개요
감자꽃 스튜디오는 옛 산촌폐교(노산분교) 건물을 재생한 소규모 복합문화공간이다. 다양한 장르의 창작 연구활동이 이어져 왔으며  문화향유의 공간과 워크숍과 관람등의 장소로 쓰이고 있다.
이용안내
주차시설
있음
문의및안내
감자꽃 스튜디오 033-332-5337
관련 홈페이지
https://potatoflower.modoo.at/
감자꽃 스튜디오 지도
감자꽃 스튜디오
10km
© NAVER Corp.
일반
지형
위성
확대보기"
판교박물관,"이미지 크게보기
판교박물관
분류
인문(문화/예술/역사) > 문화시설 > 박물관
위치
경기도 성남시 분당구 판교로 191 (판교동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
규모
관람소요시간
이용요금
이용시간
쉬는날
주차시설
주차요금
수용인원
신용카드가능여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
사업내용
소장품현황
예약안내
한국어 안내서비스
대관안내
개요
2013년에 개관한 판교박물관은 성남시의 역사를 담은 박물관으로 1600년 전 한성 백제시대 동북아 교류의 증거인 고구려와 백제 돌방무덤 11기를 전시  보존하고 있는 박물관이다. 돌방무덤을 국내 최초 원형 그대로 실내에 이전·복원함으로써 문화재 보전에 대한 성공적인 사례로 높이 평가되며  또한 역사 문화 체험 공간 으로 다양한 교육프로그램을 운영하고 있다.

- 교과과정 및 지역사와 연계하여 역사・문화유산의 교육적 활용
- 통사(通史) 및 시사(市史)에 관한 이해 도모와 역사적 마인드 제고
- 참여 대상 등의 범위를 확대하여 상승하는 교육 수요에 부응
- 시민의 문화 참여 기회 제공 및 여가 선용
- 다양한 매체를 통해 성남시 및 박물관 홍보
이용안내
규모
부지면적975㎡  건축연면적 1 449㎡(지상1층  지하1층)
관람소요시간
약 1시간
이용요금
전시 무료 / 교육 변동 가능
이용시간
09:00~18:00
쉬는날
매주 월요일  국경일  경축일  명절연휴
주차시설
주차 가능 (일반인 주차 14면  장애인 주차 1면)
주차요금
무료
수용인원
최대 100명
신용카드가능여부
불가
애완동물가능여부
불가
문의및안내
판교박물관 031-729-4535~7
관련 홈페이지
판교박물관 http://www.pangyomuseum.go.kr/design/index.asp
상세정보
사업내용
성남시 발굴 유적 및 유물 전시 및 교육
소장품현황
* 주요유적 : 총 23기
- 판교박물관 : 4∼5세기 한성백제 및 고구려 석실분 등 총 12기
- 야외유적지 : 총 11기(판교근린공원  낙생대공원 내 유적)
* 주요전시유물 : 총 200여 점
예약안내
전화/홈페이지 예약
※ 예약기간 : 사용일 한달전부터 예약 접수 가능
한국어 안내서비스
[전시해설 예약]
단체(20명 이상) : 1층 안내데스크 / 10시  14시 / 홈페이지 및 전화예약 (희망일 3일 전)
개인(희망관람객) : 1층 안내데스크 / 11시  15시 / 당일 현장접수
대관안내
예약 시 가능
※ 문의연락처 031-729-4537
판교박물관 지도
판교박물관
10km
© NAVER Corp.
일반
지형
위성
확대보기"
칠장산,"분류
자연 > 자연관광지 > 산
위치
경기 안성시 죽산면 칠장리  금광면 삼흥리  삼죽면 미장리
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
쉬는날
주차시설
문의및안내
관련 홈페이지
상세정보
입 장 료
개요
칠장산은 높이 492m의 낮은 산인데  아담하고 아름다운 모습을 지니고 있다. 기슭에는 칠장사가 있고  절 주변에는 울창한 숲에 둘러싸여 있어 경치를 즐기면서 가벼운 등산을 하기에 알맞은 산이다.

* 혜소국사비
칠장사 사천왕문으로 들어와 왼쪽으로 50여 미터 올라가면 있는 비로  고려 문종 14년(1060) 혜소국사를 기념하기 위해 세웠다. 화강암과 검은 대리석으로 되어 있으며  비신높이 3.15m  폭 1.42m로 김현이 글을 짓고 민상제가 썼으며 이강령이 글을 새겼다.
* 칠장사
신라 때 자장율사가 창건하여  고려 현종 5년(1014)에 혜소국사가 중수한 후  1506년  1674년  1877년에 건물을 중건  보수하였다. 주변의 울창한 숲과 함께 대웅전  명부전  원통전  사천왕 등의 우아하고 응장한 조각미와 채색미가 볼만하다. 특히 조선조 명종때 임꺽정이 스승 병해 스님과 함께 10여년간 머물던 사찰로써  벽초 홍명희의 역사소설 임꺽정 얘기의 발생지이기도 하다. 2001년 10월 사찰 내 유물을 전시 등의 목적으로 문화 홍보관인 홍제관이 건립되었다.

※ 문화재
칠장사 혜소국사비(보물)  안성봉업사석불입상(보물)  칠장사 철당간(지방 유형문화재)  인목대비친필족자(지방 유형문화재)  칠장사 소조사천왕상(지방 유형문화재)  5불회 괘불(국보)
이용안내
쉬는날
연중개방
주차시설
가능(칠장사 주차장)
문의및안내
안성시 관광안내소 031-677-1330
관련 홈페이지
안성문화관광 http://www.anseong.go.kr/tour/main.do
상세정보
입 장 료
무료
칠장산 지도
칠장산
10km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
삼천포대교공원,"이미지 크게보기
삼천포대교공원
분류
인문(문화/예술/역사) > 건축/조형물 > 다리/대교
위치
경상남도 사천시 사천대로 17
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
개장일
쉬는날
주차시설
문의및안내
관련 홈페이지
상세정보
주차요금
개요
창선·삼천포대교는 우리시의 대방과 남해군의 창선을 연결하는 연륙교로써 사천시와 남해군 사이 3개의 섬(늑도  초양도  모개섬)을 잇는 삼천포대교  초양대교  늑도대교  창선대교  단항교 등 5개의 다리를 말한다. 1995년 2월 착공하여 2003년 4월에 완공하여 개통하였으며 사천시내를 지나 삼천포로 들어서면 시원한 바다 내음이 나를 반기는 것 같은 착각을 하게 만들 만큼 푸르고 맑은 바다가 있다. 그 위에 아기자기 섬들의 가교 역할을 하는 다리가 있는데 그곳이 바로 창선·삼천포 대교이다.
이용안내
개장일
2003년 4월 완공
쉬는날
연중무휴
주차시설
대교기념공원주차장
문의및안내
사천시 관광진흥과 055-831-2785
관련 홈페이지
http://www.toursacheon.net/
상세정보
주차요금
무료
삼천포대교공원 지도
삼천포대교공원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
서울함공원,"분류
인문(문화/예술/역사) > 휴양관광지 > 공원
위치
서울특별시 마포구 마포나루길 407
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
문의및안내
관련 홈페이지
상세정보
입 장 료
개요
서울함 공원은 서울시와 자매결연을 맺고 30년간 해양수호의 임무를 수행하고 퇴역한 서울함을 비롯하여  참수리호  잠수함 총 3척의 퇴역 군함을 이용하여 조성한 서울시 최초의 함상테마파크다. 원형 그대로를 보존한 3척의 군함은 평소에 볼 수 없던 이색적인 전시와 체험의 공간을 제공하며  서울 한강공원을 찾는 시민들에게 새로운 볼거리  즐길거리를 통해 특별한 경험을 선사하고자 한다.
이용안내
이용시간
하계(3월~10월)
- 평일 : 10:00 ~ 19:00
- 주말 : 10:00 ~ 20:00

동계(11월~2월)
- 평일 : 10:00 ~ 17:00
- 주말 : 10:00 ~ 18:00
※ 매주 월요일은 휴관
쉬는날
매주 월요일은 휴관
문의및안내
02-332-7500
관련 홈페이지
http://seoulbattleshippark.com/xe/main
상세정보
입 장 료
성인 : 개인 3 000원 / 단체 2 000원
청소년 군인 : 개인 2 000원 / 단체 1 400원
어린이 : 개인 1 000원 / 단체 700원
서울함공원 지도
서울함공원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
