title,contents
소금박물관,"이미지 크게보기
소금박물관
분류
인문(문화/예술/역사) > 문화시설 > 박물관
위치
전라남도 신안군 증도면 지도증도로 1058
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
관람소요시간
이용요금
이용시간
쉬는날
문의및안내
관련 홈페이지
상세정보
체험프로그램
개요
소금박물관 건물은 1945 염전 설립 초기에 건축된 석조소금창고를 원형 그대로 사용하여 건립하였다. 이 석조창고는 지금 사용하는 목조소금창고 전에 지어졌으며  이 후 자재창고로 쓰다가 소금박물관으로 리모델링 하여 2007년 소금박물관으로 개관하였다. 옛 모습을 보존하였기 때문에 염전 역사의 귀중한 자료이며  근대 석조 건축의 모습을 엿 볼 수 있다.

박물관 안에서 이야기하는 소금은  인류학적인 측면부터 소금에 대한 일화까지 다양한 정보를 담고 있다. 특히  지금까지 소금이 고혈압과 당뇨의 주범이라고 여겼던 오해를 풀고  소금이 인체에 유익하게 사용되기 위해서는 어떠한 소금을 섭취해야 하는지부터 소금의 역사  문화  미네랄  천일염전 등 소금에 대한 유익한 정보를 제공하고 있다. 이외에도 소금의 경제사  기술사  사회사  신화  예술사 등을 살펴 볼 수 있다.또한  태평염전 사람들의 일상과 천일염이 만들어지는 과정을 한 눈에 살펴볼수 있도록 구성되어 있으며  최근에 주목받고 있는 함초에 대한 정보를 습득 할 수 있다.

개관일 : 2007년 7월 14일
지정현황 : 대한민국근대문화유산 제361호
이용안내
관람소요시간
약 30분
이용요금
성인 : 3 000원
소인 : 1 500원
65세 이상  장애인  국가유공자  미취학어린이 : 무료
이용시간
09:00 ~ 18:00(폐장 30분전까지 입장가능)
점심시간 : 12:00 ~ 13:00
쉬는날
연중무휴
문의및안내
061-275-0829
관련 홈페이지
http://www.saltmuseum.org/
상세정보
체험프로그램
* 소금밭 체험
- 미취학 아동 : 12 000원
- 어린이 청소년 : 13 500원
- 성인 : 15 000원
- 유치원생 65세 이상  장애인  국가유공자 : 12 000원

소금창고 관람(5분)
소금밭 체험에서 직접 채염한 소금 500g증정
밀짚모자 제공  소금아이스크림 이용권 증정

1) 소금 박물관 관람(15~20분)
2) 염색식물원 걷기(15분)
3) 소금밭 체험 설명(10분)
4) 소금밭 체험(30분)
5) 수차 체험(10분)

※ 체험장 운영기간은 3월 중순~10월 중순입니다.
소금박물관 지도
소금박물관
10km
© NAVER Corp.
일반
지형
위성
확대보기"
국사암,"국사암
분류
인문(문화/예술/역사) > 역사관광지 > 사찰
위치
경기도 안성시 삼죽면 텃골길 80-100 (삼죽면)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
쉬는날
문의및안내
상세정보
화장실
외국어 안내서비스
개요
국사봉 정상으로 향하면 국사암이라는 작은 절이 바위 틈새를 비집고 앉아 있다.법당 오른쪽 옆으로 국사봉의 궁예미륵이라 불리는 세 개의 아담한 미륵이 있다. 그러나 이 미륵은 미륵이라기보다 석인상에 걸맞을 정도로 몸의 전체적인 비례에 비해 모자가 거대하고 손 모양도 수인이 아니라 선비들이 합장을 하고 있는 듯한 모습이다. 목도 지나치게 짧으며 얼굴의 윤곽에는 불상이 주는 이미지나 친근미가 나타나 있지 않는다. 석불의 발목 이하는 땅에 매몰되어 있다. 지상에 노출된 본존의 높이는 320cm이고  3단의 원형보개를 육계부분에 끼워 놓았다. 얼굴은 타원형으로 두 귀가 어깨까지 늘어져 있으며  수인은 오른손을 가슴에서 손가락을 안으로 모으고  왼손은 배에 대고 손가락을 쫙 펴고 있다.

법의는 양어깨를 덮은 통견으로  양팔에 도식적인 주름을 도시적으로 새기고 있다. 하반신에 U자형으로 주름에 있는 것으로 봐서 군의를 가슴 부위에서 묶은 것으로 보는데  허벅지 위에 커다란 연화문을 새겨놓았다. 우협시와 좌협시 역시 둥근 보개를 쓰고  본존과 동일한 표현자세를 하고 있는데 크기가 약간작고  들고 있는 지물 육화장과 합이 다를 뿐이다. 불상의 후면에는 아무런 조각을 가하지 않았다. 이 석조삼존 입상은 조각수법이나 형태를 보아 조선후기나 근대에 미륵신앙의 유행과 더불어 제작된 것으로 보인다.
이용안내
쉬는날
연중무휴
문의및안내
031-672-3130
상세정보
화장실
있음
외국어 안내서비스
불가
국사암 지도
국사암
3km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
원등사(완주),"분류
인문(문화/예술/역사) > 역사관광지 > 사찰
위치
전라북도 완주군 소양면 원등산길 386
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
체험가능연령
문의및안내
관련 홈페이지
상세정보
입 장 료
개요
원등사는 완주군 소양면 해월리 청량산에 자리한 대한불교조계종 제17교구 본사 금산사의 말사이다. 진묵법사가 멀리서 부처님의 모습을 보고 찾아왔듯이  진묵대사의 원력으로 부처님의 법등이 멀리까지 퍼지길 바라는 사찰이 바로 원등사이다. 맑은 날의 원등사는 멀리 변산반도가 한눈에 들어온다. 그렇기에 하늘과 물이 맑던 그 옛날  변산의 월명암에 머무시던 진묵대사가 전주 방향의 동쪽에서 반짝이는 등불을 보고  백리길을 찾아와서 이곳 원등사터에 법등을 켜 사찰을 중창할 수 있었을 것이다. 그렇게 멀리서 비치는 등불을 보고 사찰의 성지를 찾았다는 뜻으로 그 이름을 멀원(遠)  등불등(燈)을 써서 원등사라고 하였다. 청량산은 원래 지혜를 상징하는 문수보살의 보처이다. 원등사라 쓴 푯말 아래서 사찰을 바라보면 마음이 맑은 사람의 눈에는 원등사를 지키는 부처님의 모습이 보인다고 한다.
바로 그 부처님은 진묵대사가 본 그대로의 부처님인 것이고  다음에 이곳을 찾을 맑은 영혼의 사람들이 보게될 그 부처님일 것이다. 부처님께 합장을 드리고 좀더 가까이서 뵙고자 원등사까지 오르는 것은  진리를 찾아가는 길을 한발짝 내딛는 것이다. 그럼에도 절집을 향해 난 길은 산굽이를 따라 물굽이를 거스르지 않고 본래부터 있었던 것처럼 자연스럽고  근래에는 자동차가 지날 정도로 포장이 되어있어 그다지 힘들지 않고도 가능해진다. 작은 길을 따라 위태롭게 한참을 올라가면 드디어 원등사에 도착할 수 있다. 부처님의 진리를 찾아 나서는 길이기에 쉽지 않음에도 산행임에도 환희심이 절로 발하게 되나 보다. 이마에 송글송글 맺힌 땀방울이나  등줄기를 타고 내리는 땀도 원등사에 석굴법당에서 불어오는 청량한 한줄기 바람에 금새 날아가 버린다. 원등사는 바로 그런 곳이다. 더욱이 대웅전 터 아래로 내려다 보이는 산 아래 마을이나 자연의 오묘한 모습에 절로 두 손 모아 합장을 하게 된다. 그만큼 원등사는 가는 길도 아름답지만 도착해서 내려보는 모습 또한 아름답다.
이용안내
이용시간
00:00~24:00
쉬는날
연중개방
주차시설
주차가능
체험가능연령
전연령
문의및안내
063-244-9430
관련 홈페이지
원등사 http://www.wondeungsa.net
상세정보
입 장 료
무료
원등사 지도
원등사
5km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
허난설헌 생가터,"허난설헌 생가터
분류
인문(문화/예술/역사) > 역사관광지 > 생가
위치
강원도 강릉시 난설헌로193번길 1-16 (초당동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
개요
강원도 강릉에 있는 허난설헌 생가터는 조선 시대 최고의 여류문인 허난설헌의 예술혼과 문학 업적을 기리기 위해 마련된 곳이다. 허난설헌은 '홍길동전'의 저자 허균의 누이로 8세 때부터 천재적인 시재를 발휘하였으나 27세 때 요절했다. 섬세한 필치로 불행한 자신의 처지를 달래는 노래를 했는데 허난설헌이 죽은 후 동생 허균이 작품 일부를 모아 '난설헌집'을 간행했다. 2001년 복원된 허난설헌 생가터는 아름다운 솔숲을 지나면 나타나는 전형적인 사대부가 한옥의 형태이다. 솟을대문과 야트막한 담장 안에 대청과 사랑채 안채 등이 있고 우물과 방앗간 옆으로 좁은 문을 두어 여성들이 출입할 수 있도록 하여 남녀의 구분을 두었다. 안에는 허균과 허난설헌의 영정이 모셔져 있고 매화나무가 아름답게 자란다. 강원도 문화재 자료로 지정된 곳이다. 생가를 비롯해 허균·허난설헌 기념관과 기념 공원을 함께 둘러볼 수 있다.
이용안내
문의및안내
033-640-5119
관련 홈페이지
https://www.gn.go.kr/tour/index.do
허난설헌 생가터 지도
허난설헌 생가터
10km
© NAVER Corp.
일반
지형
위성
확대보기"
원주 운곡원천석묘역,"이미지 크게보기
원주 운곡원천석묘역
분류
인문(문화/예술/역사) > 역사관광지 > 유적지/사적지
위치
강원도 원주시 행구동
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
문의및안내
관련 홈페이지
개요
* 무학대사가 잡아준 묘터  원주 운곡원천석묘역 *

운곡 원천석(1330∼?)선생의 묘로 2000년 11월 18일 강원도기념물로 지정되었다. 선생의 묘역 내에는 봉분 앞에 모비와 제사음식을 차려 놓을 수 있는 상석(床石)이 있고  조금 떨어진 곳에 신도비가 있는 소박한 형태이다.강원도 원주시 행구동 치악산 산자락에 있는 원천석의 묘 앞에는 ‘고려국자진사원천석지묘(高麗國子進士元天錫之墓)’라 새겨진 묘비와 상석이 놓여 있고  묘에서 조금 떨어진 곳에 1670년(현종 11)에 세운 묘갈이 있다. 원천석의 유언에 따라 본래 표석을 세우지 않았다가 4대가 지난 후에 묘표가 세워졌다 하는데 묘갈의 글과 전서(篆書)는 조선 중기의 학자 미수 허목(許穆 1595~1682)이 짓고 썼으며  글씨는 이명은(李命殷)이 썼다.전하는 얘기에 의하면 원천석의 묘지는 무학대사가 잡아 주었다 한다. 묘역에는 1704년에 건립하고 1984년 개축한 재사(齋舍)인 모운재(慕耘齋)와 2006년 8월 31일 운곡대종회와 운곡학회에서 건립한 사당 창의사(彰義祠)가 있으며  모운재 옆에 시비(詩碑)가 세워져 있다.

* 운곡 원천석 선생에 대하여 *

원천석 선생은 어릴 때부터 학문에 밝아 목은 이색 등과 함께 성리학의 보급에 큰 역할을 했으며 조선 태종의 어릴적 스승이기도 하였다. 고려말에 정치가 문란해지자 이를 개탄하면서 치악산에 들어가 숨어버렸다. 조선왕조가 들어서 선생에게 벼슬이 주어지자 고려에 대한 충절을 끝까지 지켜 나아가지 않았다.
이용안내
이용시간
09:00~18:00
문의및안내
033-737-2812
관련 홈페이지
https://www.wonju.go.kr/tour/index.do
http://www.cha.go.kr
운곡원천석선생묘역 지도
운곡원천석선생묘역
300m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
운문댐. 동창천,"운문댐. 동창천
분류
자연 > 자연관광지 > 강
위치
경상북도 청도군 운문면
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
상세정보
관광코스안내
개요
하늘과 구름  초목을 품에 안은 운문댐은 굽은 길가 어디쯤에서 선을 멈추느냐에 따라 풍경이 달라지니 한시도 눈을 떼어 놓을 틈이 없다. 운문댐 입구에서 갈라지는 두 갈래 길은 경주로 가는 길과 울산으로 가는 길로 나뉘어져 있다. 언제부터인가 댐 도로는 환상의 드라이브 코스가 되었다. 경주 방면으로 차를 몰고 가다가 댐이 끝나는 곳에서 왼쪽 길로 들어가면 정상약수터가 있다. 옛날 구룡산에서 아홉 마리의 용이 승천하면서 지상과의 이별이 아쉬워 흘린 눈물이 떨어져 약수가 되었다는 전설이 있는 곳으로  이곳 용천 약수물은 동맥경화증  고혈압  당뇨  만성위장병에 효험이 높은 것으로 알려져 있다. 운문사 가는 길에 잘 생긴 민가들을 만나게 된다. 이 건물들은 댐이 만들어지면서 수몰지역인 순지 마을에서 물난리를 피해 이사를 온 경주김씨 종택과 재실로써 오고가는 길손들과 친구가 된지 오래이다. 물이 맑기로 유명한 동창천은 여름철 피서 인파로 인산인해를 이룬다. 운문댐 바로 밑에 있는 하류보는 노천 수영장 역할을 톡톡히 하고 있고  하천 어디든지 앉으면 유원지가 되는 것이 동창천만이 갖고 있는 특징이다. 삼족대가 있는 당호숲이나 지전숲은 해마다 늘어나는 피서객들로 진풍경을 연출한다.
이용안내
문의및안내
문화관광과 054-370-2378
관련 홈페이지
청도 문화관광 http://www.cheongdo.go.kr
상세정보
관광코스안내
* 드라이브 코스
1) 경부고속도로 건천IC - 경주시 산내면 - 20번국도(청도) - 운문댐 - 동창천
2) 구마고속도로 구지IC - 창녕군 - 성산면 - 비티재 - 청도 - 동창천 - 운문댐
3) 25번 국도 대구 - 경산 - 청도 - 동창천 - 운문댐
4) 987번 지방도 대구 - 경산 - 청도(동곡) - 운문댐
운문댐하류보유원지 지도
운문댐하류보유원지
500m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
금탑사(고흥),"이미지 크게보기
금탑사(고흥)
분류
인문(문화/예술/역사) > 역사관광지 > 사찰
위치
전라남도 고흥군 포두면 금탑로 842 (포두면)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
쉬는날
주차시설
유모차대여여부
애완동물가능여부
문의및안내
상세정보
화장실
외국어 안내서비스
개요
고흥읍에서 16km 떨어진 포두면 천등산(554m)중턱에 위치한 사찰이다. 원효대사가 창건하였다 하나 확실한 근거는 없다. 금탑사의 금탑이란 인도의 아육왕이 보탑을 건립한 것을 가리키는 것이라고 한다. 그 뒤 정유재란 때 불탄 것을 1603년 궁현·옥순대사가 중건했다가 숙종18년(1692) 불에 타버리고 극락전만 남았다고 한다. 현존하는 건물로는 극락전을 비롯해서 명부전  삼성각  범종각  요사채 등이 있고  보물인 괘불탱이 있다. 절 주위의 울창한 비자림은 천연기념물이다. 4만여평의 면적에 약 3 300여 그루의 비자나무가 금탑사와 암자주변에 무성하게 자생하고 있어 장관을 이룬다.
이용안내
쉬는날
연중무휴
주차시설
있음
유모차대여여부
불가
애완동물가능여부
불가
문의및안내
061-832-5888
상세정보
화장실
있음
외국어 안내서비스
불가
금탑사 지도
금탑사
일반
지형
위성
길찾기
확대보기"
기미만세공원,"이미지 크게보기
기미만세공원
분류
인문(문화/예술/역사) > 휴양관광지 > 공원
위치
강원도 홍천군 내촌면 물걸리
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
주차시설
문의및안내
관련 홈페이지
상세정보
화장실
개요
홍천군은 강원도 중서부에 위치  영동과 영서를 이어주는 교통의 요지이다. 동부와 북부에는 1천m 이상의 고봉들이 솟아 있고 홍천강  내촌천  덕치천 등이 군의 가운데를 지난다.홍천은 동학농민군 최후의 항전지이면서 일제강점기에는 만세운동도 치열하게 벌였다. 기미만세공원도 그런 숭고한 뜻을 되새겨주는 명소이다. 1919년 4월 1일 일제 탄압에 항거  만세운동을 하다 이곳에서 순직한 8열사를 추모하기 위하여 1963년 관과민이 합동하여 팔렬각을 건립하였다. 이후 세월이 흐르면서 팔렬각이 노후되자 당시 만세운동에 참여했던 모든 선열들의 뜻을 기리고자 1990년 2월 28일에 기미만세공원 추진위원회를 구성했다. 군민의 성금과 독지가의 도움  군비를 투자하여 약 5 700㎡의 부지에 기미만세상을 세우고 부대시설을 하는 등 공원을 조성했다. 8열사를 비롯한 선현들의 애국충절의 높은 뜻을 후세에 길이 전하고자 이룩한 곳이다.
이용안내
주차시설
주차 가능
문의및안내
033-433-1259
관련 홈페이지
https://www.hongcheon.go.kr/tour/index.do
상세정보
화장실
있음
기미만세공원 지도
기미만세공원
300m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
서울교통공사 차량기지 (도봉  모란기지),"분류
인문(문화/예술/역사) > 산업관광지 > 자동차
위치
서울특별시 성동구 천호대로 346
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
주차시설
체험안내
문의및안내
관련 홈페이지
상세정보
입 장 료
내국인 예약안내
개요
안전 체험과 함께 궁금증도 해결한다.

서울교통공사는 각 차량사업소별로 견학과 역 안전체험을 실시하고 있다. 차량 설비와 시설을 둘러보면서 지하철 운영에 대한 이해를 높이고  안전수칙을 배우는 프로그램으로 운영되어 있다. 어린이  어르신  교통약자  외국인 등 대상에 따라 눈높이 교육을 진행하는 점도 특징적이다.
이용안내
주차시설
있음
체험안내
* 역 견학 : 월~금 14:00~16:00 (※ 견학 시간은 역 사정에 따라 변경될 수 있음)
* 신청방법
- 인터넷 또는 전화신청
- 인터넷 신청 시 해당역과 서전 유선 협의
※ 역 안전체험은 역 사정에 따라 변경 될 수 있으므로 사전에 유선으로 해당역과 일정조율 등 협의가 필요

* 차량사업소 견학
- 평일(토  휴일 제외)
- 희망하시는 견학일로부터 15일 전까지 신청하셔야 하며  차량사업소 사정에 따라 견학일이 변경될 수 있습니다.
문의및안내
02-6311-3966(도봉)
02-6311-3627(모란)
관련 홈페이지
https://www.seoulmetro.co.kr
상세정보
입 장 료
무료
내국인 예약안내
[차량기지 안전체험] 인터넷 홈페이지 신청  참여확정 개별 이메일 통보
[역 안전체험] 인터넷 홈페이지 또는 전화 신청  신청 후 해당역과 사전 유선 협의
서울교통공사 차량기지 (도봉  모란기지) 지도
서울교통공사 차량기지 (도봉  모란기지)
10km
© NAVER Corp.
일반
지형
위성
확대보기"
캐나다전투기념비,"이미지 크게보기
캐나다전투기념비
분류
인문(문화/예술/역사) > 건축/조형물 > 기념탑/기념비/전망대
위치
경기도 가평군 북면 이곡리
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
문의및안내
관련 홈페이지
개요
캐나다 참전비는 북면 이곡리 도로변에 있다. 500평의 대지 위에 높이 0.7m의 기단 위에 6.5m의 비가 중앙에 세워져 있으며  비 기단 중앙 비문이 새겨져 있다. 비의 오른쪽에는 참전약사가  왼쪽에는 캐나다의 상징탑이 세워져 있다. 이 참전비는 가평지구 전투(1951.4.24~4.25)를 기념하기 위해 1975년 11월 7일 유엔한국참전국협회와 가평군민이 건립하였으나 1983년 12월 30일 가평군이 재건립한 것이다. 입구 오른쪽의 기념비석은 2003년 7월 29일 캐나다에서 휴전 50주년 기념으로 세운 것이다. 캐나다는 한국전쟁 참전으로 사망 309명과 1 203명의 부상자  그리고 32명의 실종자가 발생하였다. 이는 1차대전 이후 최대의 희생이라고 한다.

- 부지면적 : 500평
- 비 재원 : 기단 0.7m  층높이 6.5m
- 비문내용 : 자유와 세계평화를 수호하기 위해 이 땅에서 공헌한 모든 캐나다군의 숭고한 희생정신을 길이 역사속에 보전하기 위하여 이곳 옛 격전지에 이 기념비를 세우다
이용안내
이용시간
00:00~24:00
문의및안내
031-580-2114
관련 홈페이지
http://www.gptour.go.kr
캐나다전투기념비 지도
캐나다전투기념비
300m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
도동약수공원,"도동약수공원
분류
자연 > 자연관광지 > 약수터
위치
경상북도 울릉군 울릉읍 도동리
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
주차시설
유모차대여여부
문의및안내
관련 홈페이지
상세정보
이용가능시설
개요
도동약수터는 토류탄산철천으로 철분  마그네슘  염소  탄산이온 등의 성분이 함유되어 있어 빈혈  생리장애  류머티스성 질환  습진 등 피부병에 효과가 있는 것으로 알려졌다. 옛날 옛적 왜인과 싸우던 장군이 돌아가신 뒤에 장군의 갑옷을 이 근처에 묻었는데 이 갑옷이 삭아서 흘러내리는 쇳물이 약수가 되었다고 전해진다. 이 물로 밥을 지으면 푸른색을 띤다.
이용안내
주차시설
있음
유모차대여여부
불가
문의및안내
054-790-6454
관련 홈페이지
http://www.ulleung.go.kr/tour
상세정보
이용가능시설
약수공원 : 독도박물관  독도전망대  향토사료관  케이블카  약수터  쉼터  인공암벽  배드민턴장 등
도동약수 지도
도동약수
500m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
강릉문화원,"이미지 크게보기
강릉문화원
분류
인문(문화/예술/역사) > 문화시설 > 문화원
위치
강원도 강릉시 하슬라로 96 (교동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
규모
이용시간
쉬는날
주차시설
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
사업내용
대관안내
개요
강릉문화원은 지방문화원진흥법에 의하여 1964년도에 개원한 순수민간 문화단체로 전통문화 계승  보존과 지역사회계발 및 향토 문화진흥을 목적으로 설립된 비영리 특별법인이다.
이용안내
규모
지하 1층  지상 3층
이용시간
09:00~18:00
쉬는날
토요일  일요일  공휴일
주차시설
주차 가능
애완동물가능여부
불가
문의및안내
033-648-3014
관련 홈페이지
http://www.gncc.or.kr
상세정보
사업내용
지역 문화콘텐츠 조사연구 및 발간사업
지역문화예술교육사업
문화예술교육사업
지역문화 인프라 구축 사업
외국인 지역문화 교육지원사업
지역 학술연구&문화예술사업
지역문화행사
예맥아트센터 운영
대관안내
공연장  누리방  나눔방  문화사랑방 등 대관 가능
강릉문화원 지도
강릉문화원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
제주아트센터,"분류
인문(문화/예술/역사) > 문화시설 > 공연장
위치
제주특별자치도 제주시 오남로 231 (오라이동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
규모
이용요금
쉬는날
주차시설
수용인원
유모차대여여부
신용카드가능여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
예약안내
개요
제주아트센터 공연장은 첨단 시설을 갖춘 공연장으로 총1 184석의 객석을 갖추고 있는 다양한 장르의 공연이 가능한 다목적 공연장이다. 오케스트라 피트가 준비되어 있어 정통 클래식 공연에 오케스트라와 협연을 통한 최고의 공연을 보여줄 수 있다. 이 밖에도 최신 음향  조명  무대시스템을 갖추고 있어 뮤지컬  연극  무용 등 다양한 장르의 공연을 소화할 수 있으며  관람에 최적의 경사로를 선택하여 어느 좌석에서도 동일하고 쾌적한 음이 전달되는 최적의 관람 환경을 제공한다. * 개관일 : 2010년 5월 19일
이용안내
규모
부지면적 : 30 355㎡  건축연면적 : 9 448㎡(지상3  지하2층)
무대면적 : 1 105㎡(주 330㎡  좌 305㎡  우 327㎡  후 143㎡)
이용요금
공연에 따라 다름(홈페이지 참조)
쉬는날
설  추석 명절
주차시설
주차 가능(약 소형 420대  대형5대)
수용인원
공연장 1 184석
유모차대여여부
불가
신용카드가능여부
가능
애완동물가능여부
불가
문의및안내
064-728-1509
관련 홈페이지
http://www.jejusi.go.kr
상세정보
예약안내
인터넷예매 전화예매 방문예매 현장예매
제주아트센터 지도
제주아트센터
10km
© NAVER Corp.
일반
지형
위성
확대보기"
소안항일운동기념관,"이미지 크게보기
소안항일운동기념관
분류
인문(문화/예술/역사) > 문화시설 > 기념관
위치
전라남도 완도군 소안면 소안로 263
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용요금
이용시간
쉬는날
주차시설
애완동물가능여부
문의및안내
관련 홈페이지
개요
2003년 10월 20일에 문을 연 소안항일운동기념관은 조국의 독립과 광복을 위해 목숨을 바쳤던 소안의 애국선열들과 그들의 항일투쟁 정신을 역사의 교훈으로 남겨주기 위하여 건립하였다. 일제통치로 전국이 탄압받던 암흑기에 항일구국의 횃불이 드높았던 소안도는  독립을 위한 군자금을 모금하고 농민운동을 전개하는 한편  사립소안학교를 만들어 후학을 지도하였다.소안도는 함경도의 북청과 함께 구국의 햇불을 높이 든 우리나라 독립운동의 성지이다. 암울했던 일제 강점기 조국의 독립을 위해 많은 선열들이 피를 흘렸으며 이들의 높은 뜻을 기리기 위해 소안면민들이 힘을 모아 기념관을 건립하고 그 뜰에 세운 것이 독립운동 기념탑이다. 독립운동 기념탑은 흰돌과 검은 돌을 넓게 겹쳐쌓아 흰돌은 우리민족의 저항을 검은 돌은 일제의 탄압을 형상화하였다.
이용안내
이용요금
무료
이용시간
10:00~18:00
쉬는날
매주 월요일
주차시설
주차 가능
애완동물가능여부
불가
문의및안내
061-552-0516
관련 홈페이지
http://www.soan0516.com
소안항일운동기념관 지도
소안항일운동기념관
10km
© NAVER Corp.
일반
지형
위성
확대보기"
의왕조류생태과학관,"분류
인문(문화/예술/역사) > 문화시설 > 전시관
위치
경기도 의왕시 왕송못동로 209 (월암동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
규모
관람소요시간
이용요금
이용시간
쉬는날
주차시설
주차요금
신용카드가능여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
체험프로그램
예약안내
한국어 안내서비스
개요
※ 코로나바이러스감염증-19 공지사항
※ 내용 : 제한적 운영 (2021.07.13 ~ 별도 안내시까지)
→ 코로나바이러스감염증-19 여행정보 변동사항 확인하기

연간 96종의 철새가 찾아오는 왕송호수 앞에 설립된 의왕조류생태과학관은 우리나라의 철도역사를 알 수 있는 철도박물관과 자연교육과 휴식의 요람인 자연학습공원과 연계하여 과학기술문화를 확산하고 청소년에게 꿈과 희망을 주기 위하여 건립하였다. 왕송호수의 물 속을 체험하고 조류 박제와 살아있는 어류를 볼 수 있는 수도권 최초의 조류 테마과학관이다.
이용안내
규모
부지면적 1 888㎡  건물총면적 1 980㎡(지하 1층/지상 3층)
전시면적 812㎡
관람소요시간
약 1시간
이용요금
어린이(36개월~6세) - 1 000원
학생  군인(7세~18세) - 3 000원
성인(19세~64세) - 5 000원
* 36개월 미만  65세 이상 무료
* 장애인(복지카드 소지시) 무료
이용시간
09:00~18:00
* 1시간 전까지 입장 가능
쉬는날
매주 월요일  1월 1일  설날  추석날
주차시설
주차 가능
주차요금
무료
신용카드가능여부
가능
애완동물가능여부
불가
문의및안내
031-8086-7490
관련 홈페이지
http://bird.uuc.or.kr/
상세정보
체험프로그램
조류탐조교실 프로그램  관람해설교실 프로그램  학부모해설교실 프로그램  기타 청소년(방학시즌) 특별 프로그램
예약안내
단체관람시 한 달 전 전화예약
한국어 안내서비스
스마트폰 어플 이용 무인안내 가능
의왕조류생태과학관 지도
의왕조류생태과학관
10km
© NAVER Corp.
일반
지형
위성
확대보기"
목포대교,"분류
인문(문화/예술/역사) > 건축/조형물 > 다리/대교
위치
전라남도 목포시 고하대로597번길 73 (죽교동)
출처원문보기
대한민국구석구석 원문보기
개요
2012년에 완공된 목포대교는 총연장 4.129m 너비 35~50m의 왕복 4차선 도로로 목포 북항과 고하도를 잇는 해상교량으로 비상하는 학의 날재처럼 아름다운 모습과 일몰이 함께 어우러져 장관을 자아내고 있다. 목포대교는 목포시에 있는 국도 제1호선의 자동차 전용도로 교량으로  죽교동과 유달동은 육지측에 있으며 고하도 허사도를 연결하며 목포 신외항과 서해안 고속도로를 연결하는 목포의 관문으로 주탑과 케이블의 모양은 목포의 시조인 학 두마리가 목포 앞바다를 날아오르는 모습을 형상화환 것이다.
이용안내
관련 홈페이지
http://mokpo.go.kr/tour
목포대교 지도
목포대교
10km
© NAVER Corp.
일반
지형
위성
확대보기"
