title,contents
계양꽃마루,"이미지 크게보기
계양꽃마루
분류
인문(문화/예술/역사) > 휴양관광지 > 공원
위치
인천광역시 계양구 서운동 106-1번 일원 (계양경기장 양궁장 뒤) (서운동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
체험가능연령
문의및안내
관련 홈페이지
상세정보
입 장 료
이용가능시설
개요
가을에는 가을의 대표적인 꽃인 ‘코스모스’로 가득한 꽃밭을 볼 수 있다. 코스모스 꽃밭은 황화코스모스와 분홍빛의 혼합코스모스로 매년 9~10월 중이 가장 예쁘다. 가을의 풀벌레 소리를 들으며  코스모스가 피어있는 산책로를 따라 가족 단위로 함께 와도 좋은 여행지이다. * 추천포인트 - 봄(매년 5~6월) : 유채 - 가을(매년 9~10월) : 코스모스(황화코스모스/혼합코스모스)
이용안내
이용시간
00:00~24:00
쉬는날
연중개방
주차시설
주차가능
체험가능연령
전연령
문의및안내
계양구청 공원녹지과 032-450-5653
관련 홈페이지
https://www.gyeyang.go.kr/open_content/tour/event/flowerfloor.jsp
상세정보
입 장 료
무료
이용가능시설
휴게시설  안내시설  편의시설  경관시설 등
계양꽃마루 지도
계양꽃마루
10km
© NAVER Corp.
일반
지형
위성
확대보기"
신산공원,"이미지 크게보기
신산공원
분류
인문(문화/예술/역사) > 휴양관광지 > 테마공원
위치
제주특별자치도 제주시 신산로 92-12 (일도이동)
출처원문보기
대한민국구석구석 원문보기
개요
신산공원은 올림픽 성화의 국내도착을 기념하는 기념물이 세워져 있는 88 서울 올림픽 상징 공원이며  현재는 시민들의 쉼터로 활용하고 있다. 가족들의 야유회 장소로도 유명하며 낮 햇살이 눈이 부셔 많이 찾기도 하지만 어둑어둑해질 무렵엔 호젓한 산책로를 따라 데이트를 즐기는 연인들과 여독을 푸는 관광객들이 찾는 곳이다.
이용안내
주차시설
있음
문의및안내
064-726-0885
관련 홈페이지
http://www.visitjeju.net/
신산공원 지도
신산공원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
수성패밀리파크,"이미지 크게보기
수성패밀리파크
분류
인문(문화/예술/역사) > 휴양관광지 > 테마공원
위치
대구광역시 수성구 팔현길 88-46 (고모동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
애완동물가능여부
문의및안내
상세정보
입 장 료
이용가능시설
화장실
이용가능시설
개요
수성패밀리파크는 넓은 잔디광장과 여러 종류의 운동시설이 조성되어 있다.
패밀리파크에서는 족구장  인라인스케이트장  축구장  농구장  론볼장  파크골프장 등을 운영 중이다.
족구장은 예약제  파크골프장은 수성구파크골프협회에서 회원제로 운영되고 있다.
이용안내
이용시간
매일 00:00 - 24:00
쉬는날
연중무휴 / 파크골프장은 월요일 휴무
주차시설
가능 (전기차충전 가능)
애완동물가능여부
가능
문의및안내
파크골프장 및 체육시설 관련문의: 053-666-2192/2193  물놀이장 및 녹지 편의시설 관련문의: 053-666-2830 / 2833
상세정보
입 장 료
무료
이용가능시설
족구장  축구장  농구장  인라인스케이트장  물놀이장  게이트볼장  파크골프장  잔디광장  어린이놀이터 등
화장실
장애인화장실 있음.
이용가능시설
장애인용전동차 전기충전 및 전기차 충전 가능
수성패밀리파크 지도
수성패밀리파크
10km
© NAVER Corp.
일반
지형
위성
확대보기"
큰노꼬메(큰노꼬메오름),"이미지 크게보기
큰노꼬메(큰노꼬메오름)
분류
자연 > 자연관광지 > 산
위치
제주 제주시 애월읍 유수암리 산138
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
이용가능시설
화장실
개요
제주시 서쪽 애월읍에 있는 큰노꼬메(큰노꼬메오름)는 큰녹고메라고도 불린다. 자연경관이 뛰어나고 주변 궷물 오름으로 이어지는 산책로를 포함하고 있어 제주 서부지역 오름 중 관광객과 도민이 가장 많이 찾는 곳 중 하나이다. 오름 정상은 가운데가 우묵져 남북으로 두 봉우리가 마주 보면서 북서쪽으로 말굽형 화구를 이루고 있다. 가파른 사면과 상당한 높이가 특징이다. 제주시에서는 탐방로 및 안내표지판 등의 정비 작업을 마쳤다. 데크로 잘 정돈된 정상 전망대에는 오랜 시간 머물며 노을을 관람하는 탐방객이 많다.
이용안내
이용시간
상시 개방
애완동물가능여부
가능
문의및안내
064-740-6000
관련 홈페이지
https://www.visitjeju.net/
상세정보
이용가능시설
정상 전망대
화장실
있음(남녀 구분)
큰노꼬메(큰노꼬메오름) 지도
큰노꼬메(큰노꼬메오름)
10km
© NAVER Corp.
일반
지형
위성
확대보기"
여수 유월드 루지 테마파크,"분류
인문(문화/예술/역사) > 체험관광지 > 이색체험
위치
전라남도 여수시 소라면 안심산길 155
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
문의및안내
관련 홈페이지
상세정보
입 장 료
개요
유월드 루지는 도심속 초대형 1.3km의 트랙을 특수 제작된 무동력 카트를 타고 경사면을 따라 조성된 터널  어트랙션 구간  스카이브릿지 활강구간  자연숲구간 등 다양하고 박진감 넘치는 트랙을 중력만을 이용해 내려오는 체험활동으로 남녀노소 누구나 스릴을 즐길 수 있다. 유월드 탑라이더는 해발 347m의 일출 명소인 여수 안심산 중산간 지대에 위치하여  산과 바다  자연 암벽이 어우러진 천혜의 자연환경  사방이 막힘없는 바다를 조망할 수 있다.
이용안내
이용시간
10:00~19:00
문의및안내
061-810-6000
관련 홈페이지
http://u-world.kr/
상세정보
입 장 료
- 여수루지(루지+리프트)
대인 : 2회권 20 000원 / 3회권 26 000원 / 5회권 32 000원
소인 : 2회권 8 000원 / 3회권 12 000원 / 5회권 20 000원

-쥬라기 어드벤처
대인 : 6 000원
소인 : 26 000원
유아 : 9 000원

- 다이노밸리
입장권 : 6 000원
빅3 : 15 000원
빅5 : 20 000원
빅10 : 26 000원
여수 유월드 루지 테마파크 지도
여수 유월드 루지 테마파크
10km
© NAVER Corp.
일반
지형
위성
확대보기"
동탄호수공원,"분류
인문(문화/예술/역사) > 휴양관광지 > 공원
위치
경기도 화성시 동탄순환대로 67 (송동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
상세정보
이용가능시설
개요
동탄호수공원은 호수를 따라 넓게 펼쳐진 잔디밭과 대규모 피크닉장  피톤치드 숲 등이 있는 도심 속 웰빙공간이다. 컨테이너 브릿지를 따라 산책로가 조성되어 있으며  다양한 특화벤치에서 안락하게 호수경관을 감상할 수 있다. 운동시설  물놀이장  주륜장 등이 있어 다채로운 활동을 가능하게 하며  특히 화려한 대형 분수공연 루나쇼는 호수공원의 주요 볼거리로 꼽힌다.

<출처 : 화성시 문화관광>
이용안내
문의및안내
화성시 관광진흥과 031-5189-2667
관련 홈페이지
http://tour.hscity.go.kr/NEW/1tour/nature20.jsp
상세정보
이용가능시설
피크닉장  운동시설  물놀이장  주륜장
동탄호수공원 지도
동탄호수공원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
맥도생태공원,"이미지 크게보기
맥도생태공원
분류
인문(문화/예술/역사) > 휴양관광지 > 공원
위치
부산광역시 강서구 공항로 500
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
체험가능연령
문의및안내
관련 홈페이지
상세정보
이용가능시설
개요
맥도생태공원은 낙동강하구둑부터 공항램프까지 하천내 자연적으로 형성된 둔치지역이며  낙동강하구 천연기년물 179호(철새도래지)로 지정된 지역이다. 이곳은 과거부터 벼농사 등의 농경지로 이용되어 아직까지 겨울철새의 먹이터 겸 쉼터로 관리되도록 하였다. 겨울철새에 대한 배려 이외에도 생태공원의 특징을 살려 갈대밭  연꽃단지  수생식물원 등을 조성하여 시민들의 볼거리를 만들었고  그밖에 각종 체육시설과 휴게시설이 구비되어 있다.
이용안내
이용시간
00:00~24:00
쉬는날
연중개방
주차시설
주차가능
체험가능연령
전연령
문의및안내
051-941-9728
관련 홈페이지
http://www.busan.go.kr/nakdong/macdopark01
상세정보
이용가능시설
축구장  야구장  인라인스테이트장 등 각종 체육시설  자전거대여소  자연조성습지 관찰데크 등
맥도생태공원 지도
맥도생태공원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
강화 고인돌 유적 [유네스코 세계문화유산],"이미지 크게보기
강화 고인돌 유적 [유네스코 세계문화유산]
분류
인문(문화/예술/역사) > 역사관광지 > 유적지/사적지
위치
인천광역시 강화군 하점면 부근리
유네스코 세계유산
등재
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
유모차대여여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
입 장 료
화장실
한국어 안내서비스
내국인 예약안내
개요
청동기시대의 대표적인 묘제의 하나로서 사적으로 지정되었다. 길이 710cm  높이 260cm  넓이 550cm의 커다란 돌을 사용했으며  형태는 북방식 고인돌로서 상고사와 고대사의 좋은 연구 자료가 되고 있다. 2000년 11월 29일 호주 케인즈 제 24차 유네스코 세계문화유산위원회에서 고창  화순의 고인돌과 함께 세계문화유산으로 등록되었다.
이용안내
이용시간
상시 개방
쉬는날
연중무휴
주차시설
주차 가능
유모차대여여부
불가
애완동물가능여부
불가
문의및안내
032-933-3624
관련 홈페이지
http://www.ganghwa.go.kr/open_content/tour/
http://www.cha.go.kr
상세정보
입 장 료
무료
화장실
있음
한국어 안내서비스
[문화관광해설]
* 해설사 대기소에서 해설 요청시 해설가능
* 관광 성수기  비수기 및 평일  주말 구분 탄력 운영 시행
* 해설 운영시간 10:00~17:00
※ 강화군 문화관광과 032-930-3525  3624
내국인 예약안내
별도 예약 필요없음
강화부근리지석묘 지도
강화부근리지석묘
1000m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
불영사(울진),"이미지 크게보기
불영사(울진)
분류
인문(문화/예술/역사) > 역사관광지 > 사찰
위치
경상북도 울진군 금강송면 불영사길 48
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
쉬는날
주차시설
유모차대여여부
신용카드가능여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
등산로
관 람 료
화장실
외국어 안내서비스
개요
울진읍에서 서쪽으로 약 20km 떨어진 천축산의 서쪽기슭에 자리잡은 신라의 옛 절로  이 절을 중심으로 하원리까지 13km에 걸쳐서 비경을 이루는 불영사계곡이 펼쳐진다. 진덕여왕 5년(651)에 의상대사가 세웠는데  연못에 부처님의 그림자가 비친다 하여 불영사라 했다. 조선 태조 5년(1396) 화재로 소실된 것을 이듬해 소운대사가 중건하였고 그 후 1500  1608  1724  1899년에 중수가 있었다. 주차장에서 절로 들어서는 길은 산태극수태극으로 감싸있어서 대단히 매력적이다. 비구니 도량인데  절 마당의 연못과 연못 옆의 채마밭이  사찰을 찾는 사람들의 마음을 훈훈하게 한다. 명승 불영사계곡은 계곡을 흐르는 맑은 물과 기암괴석  그리고 울창한 숲으로 어우러져 신비로우며  설악산의 천불동계곡  오대산의 무릉계곡  보경사계곡에 비해 웅장하거나 화려하지는 않지만 오밀조밀한 경관이 천축산을 배경으로 펼쳐져 있다.
* 주요문화재
불영사 응진전(보물)  불영사 3층석탑(지방유형문화재)  부도(지방유형문화재)  불영사 대웅보전(보물)  불영사 영산화상도(보물)
이용안내
쉬는날
연중개방
주차시설
주차 가능
유모차대여여부
불가
신용카드가능여부
불가
애완동물가능여부
불가
문의및안내
054-783-5004
관련 홈페이지
http://bulyoungsa.kr
http://www.uljin.go.kr/tour
상세정보
등산로
* 1코스 / 성류굴 - 망양정 - 망양해수욕장 - 불영사 계곡 - 불영사 - 울진(4시간 소요)
* 2코스 / 백암온천 - 월송정 - 망양정 - 망양해수욕장 - 성류굴 - 불영사 계곡 - 불영사 - 연호정 - 울진(5시간 소요)
관 람 료
개인 - 어른 2 000원 / 청소년 1 500원 / 어린이 1 000원
※ 단체 30인 이상 10% 할인
※ 어른(19~65세)  청소년(14~18세)  어린이(8~13세)
※ 무료 : 전국 신도증 소지자  장애인  경로  국가유공자
화장실
있음
외국어 안내서비스
불가
불영사 지도
불영사
500m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
상소동 산림욕장,"이미지 크게보기
상소동 산림욕장
분류
자연 > 자연관광지 > 자연휴양림
위치
대전 동구 상소동 산 1-1
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
개장일
주차시설
유모차대여여부
문의및안내
관련 홈페이지
상세정보
입 장 료
이용가능시설
화장실
개요
상소동 산림욕장은 만인산과 식장산 자락 중간지점(대전역에서 금산방향-17번 국도-으로 약10km 지점  남대전IC에서 약 5km)에 위치해 있으며 가는 길에는 버즘나무 가로수 터널이 아름다움을 더해주고 있다. 자연체험과 휴양을 할 수 있는 각종 시설이 조성되어 있고  특히 수많은 돌탑이 조성되어 있어 볼거리를 제공하고 있다. 가족이나 연인 등 각계각층에서 가족의 건강이나 여러 가지 염원을 담은 돌탑을 쌓을 수 있는 공간이 있어 뜻깊은 기회를 제공하여 주기도 하고  봄부터 가을까지 수많은 야생화를 감상할 수 있으며 가벼운 마음으로 찾아와 산책과 등산과 휴양을 즐길 수 있는 곳이다.
이용안내
개장일
2003년 8월 4일
주차시설
있음
유모차대여여부
불가
문의및안내
대전광역시 동구 공원녹지과 산림담당 042-251-4771  042-251-4773
관련 홈페이지
http://www.donggu.go.kr
상세정보
입 장 료
무료
이용가능시설
정자  목교  산림욕대  벤치  평상  잔디광장  물놀이장  지압로  산책로  얼음동산  등산로  운동 및 체험시설  야생화 등
화장실
있음
상소동산림욕장 지도
상소동산림욕장
500m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
서울창포원,"이미지 크게보기
서울창포원
분류
자연 > 자연관광지 > 자연생태관광지
위치
서울특별시 도봉구 마들로 916
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
개장일
쉬는날
주차시설
문의및안내
관련 홈페이지
상세정보
입 장 료
이용가능시설
화장실
개요
서울 강북의 끝자락인 도봉산과 수락산 사이에 세계 4대 꽃 중 하나로 꼽히는 붓꽃(Iris)이 가득한 특수식물원이 들어섰다. 도봉구 도봉동 4번지 일대 52 417㎡에 새롭게 조성한 서울창포원은 붓꽃원  약용식물원  습지원 등 12개의 테마로 구분 조성됐다. 이중 붓꽃원에는 130종의 다양한 붓꽃 30만본을 약 15 000㎡의 면적에 식재해 종류별로 붓꽃의 아름다움을 감상할 수 있게 만들었다. 이곳에는 노랑꽃창포  부채붓꽃  타래붓꽃  범부채 등 꽃봉오리가 '붓' 모양을 한 붓꽃류 130여종 30만본이 1만5천㎡에 걸쳐 식재돼 있어 '창포원'으로 이름 붙여졌다. 또한 약용식물원에는 70종 13만본이 식재돼 있어 국내에서 생산되는 약용식물 대부분을 한자리에서 관찰할 수 있다. 습지원은 습지식물 7만본이 식재돼 있으며  각종 수생식물과 습지생물들을 관찰할 수 있도록 관찰데크가 설치됐다. 이밖에 군락지 식생의 변화과정을 관찰할 수 있는 천이관찰원을 비롯  숲속쉼터 등을 조성해 주민들에게 생태교육 및 여가와 휴식공간으로 제공할 계획이다. 붓꽃(Iris)은 매년 5~6월 개화하며 꽃이 없을 때에도 잎 모양이 난과 비슷해 관상용으로 좋다.

* 주요식물
수목 : 낙우송  느티나무  스트로브잣나무  소나무 등 39종 2 726주
관목 : 갯버들  골담초  조팝나무  사철나무  화살나무 등 18종 57 035주
초화 : 달뿌리풀  맥문동  터리풀  구절초  물억새  꽃나리 등 46종 438 512본
붓꽃 : 꽃창포  노랑꽃창포  부채붓꽃  타래붓꽃  범부채 등 130종 218 453본
이용안내
개장일
2009년 6월 7일
쉬는날
연중무휴
주차시설
없음(차량 이용시 도봉산역 건너편 환승주차장(유료)에 주차)
문의및안내
서울창포원 02-954-0031
관련 홈페이지
http://parks.seoul.go.kr
상세정보
입 장 료
무료
이용가능시설
습지원  늘푸름원  약용식물원  책읽는 언덕  억새원  붓꽃원  넓은잎목원  산림생태관찰원  천이관찰원  숲속쉼터  잔디마당  가로수 및 완충녹지  방문자 센터 등
화장실
있음
서울창포원 지도
서울창포원
300m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
군산오름,"분류
자연 > 자연관광지 > 산
위치
제주특별자치도 서귀포시 안덕면 일대
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
개요
안덕면 창천리 앞 창고천 건너에 동서로 길게 가로누운 형태이며  남사면의 난드르(대평리)를 병풍처럼 에워싸고 있는 오름이다. 대평리(서난드르)에서 감산리 안덕계곡을 잇는 도로가 군산 서쪽사면의 급경사를 가로지르며 구불구불 이어져 있으며  이 도로로 부터 군산 남사면의 퇴적층계곡으로 들어가는 길이 나있다. 오름정상을 중심으로 동반부는 서귀포시  서반부는 남제주군에 속하여 시군경계를 이루고 있으며  남서쪽의 월라봉(도래오름  月羅峰)과 이웃해 있다. 정상부에 용의 머리에 쌍봉이 솟았다고 하는 두 개의 뿔바위  동남사면의 애기업개 돌 등의 퇴적층의 차별침식에 의한 기암괴석  남사면 계곡에 발달된 웅장한 퇴적층의 수평층리 등 군산은 감춰져 있는 제주도 최대의 화산쇄설성 퇴적층으로 이루어진 기생화산체이다. 유사시대의 분출기록인 1007년(목종10년)의 기록에 새로이 만들어졌다는 서산(瑞山)이 지금의 군산인 것으로 여러학자들에 의해 알려져 있다. 그러나 이런규모의 퇴적층이 화산분출에 의해서 일시에 만들어졌다는 것은 지질학적인 상식으로는 받아들일 수 없으며  혹시 화산체 상에서 지진을 동반한 휴화산 활동은 어느곳에서나 가능한 것이므로 이러한 가능성을 전혀 배제할 수는 없을 것이다. 다만 제주화산도상에 분포하는 기생화산체의 신구 구분과 원형보존 여부의 고찰에 의해서 본 오름보다는 송악산지역이나 비양도지역에서가 후화산의 여운과 그에 동반된 지진활동 가능성이 더 농후한 것으로 판단된다.

(표고335m  비고280m   둘레8111m   면적2 836 857m  저경2 795m)
이용안내
문의및안내
064-740-6000
관련 홈페이지
https://www.visitjeju.net
군산오름 지도
군산오름
10km
© NAVER Corp.
일반
지형
위성
확대보기"
광주 우치공원 동물원,"광주 우치공원 동물원
분류
인문(문화/예술/역사) > 휴양관광지 > 테마공원
위치
광주광역시 북구 우치로 677
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
개장일
이용시간
쉬는날
주차시설
애완동물가능여부
체험안내
문의및안내
관련 홈페이지
상세정보
입 장 료
주차요금
개요
광주우치공원 동물원은 코끼리  기린  사자  호랑이 등 다양한 동물들과 관람객들이 직접 참여가 가능한 체험프로그램을 운영하고 있어 가족단위 관람객들에게 좋은 장소이다.동물원 내에 있는 동물은 포유류  조류  파충류의 다양한 동물들을 한자리에서 모두 볼 수 있다.
이용안내
개장일
1992년
이용시간
09:00 ~ 18:00 (입장마감 17:00)
쉬는날
연중무휴
주차시설
있음 (1 172대 수용가능)
애완동물가능여부
불가
체험안내
* 동물생태해설(사전신청) : 4-6월  9-11월(6개월)/매일 2회 일(오전 10:30 ~12:00  오후13:30 ~ 15:00)
* 동물원 직업탐방교실 : 상반기 4회  하반기 4회 총 8회 운영 / 14:00~ 16:30 (2시간 30분)
* 여름.겨울방학동물교실(사전신청) : 여름방학 2회  겨울방학 2회 총4회 실시

※ 체험비 무료
문의및안내
062-613-5860
관련 홈페이지
https://www.gwangju.go.kr/uchipark/
상세정보
입 장 료
무료 (입장권없이 동물원 관람 가능)
주차요금
5시간 이하 차량 - 소형 1 000원 (25인승 미만) / 대형 2 000원 (25인승 이상)
5시간 초과 차량 (1시간당 추가) - 소형 400원 / 대형 700원
하루 (9시간) 기준 - 소형 2 500원 / 대형 4 800원

※ 50% 감면차량 : 경차(1 000cc 이하)  장애인 차량  국가유공자(고엽제환자) 등
광주 우치공원 동물원 지도
광주 우치공원 동물원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
고양시문예회관,"이미지 크게보기
고양시문예회관
분류
인문(문화/예술/역사) > 문화시설 > 공연장
위치
경기도 고양시 덕양구 고양시청로 10 (주교동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
규모
이용시간
쉬는날
주차시설
주차요금
수용인원
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
사업내용
대관안내
예약안내
개요
고양시 문예회관은 1989년 9월 1일 개관하였으며  각종 문화  체육행사의 장으로서 그 역할을 다함으로써 고양시민의 휴식과 생활체육의 공간을 제공하고 있다.
이용안내
규모
총 부지면적 13 515㎡ (4 988평)
연면적 4 922㎡ (1 480평)
이용시간
09:00~21:00
쉬는날
명절  공휴일
주차시설
주차 가능
주차요금
요금징수시간 : 평일 08:00~20:00 주차요금 : 최초1시간 무료 / 30분당 1 000원 추가
※ 무료 : 토요일  일요일 및 공휴일
수용인원
1층 354석   2층 114석
애완동물가능여부
불가
문의및안내
031-962-5200
관련 홈페이지
고양시문예회관 http://goart.gys.or.kr
상세정보
사업내용
문화행사  공연  연주회  영화상영  각종 집회
대관안내
대관문의 전화 031-965-2957(내선11)
예약안내
전화 예약 접수
고양시문예회관 지도
고양시문예회관
10km
© NAVER Corp.
일반
지형
위성
확대보기"
경인아라뱃길 아라타워 전망대,"이미지 크게보기
경인아라뱃길 아라타워 전망대
분류
인문(문화/예술/역사) > 건축/조형물 > 기념탑/기념비/전망대
위치
인천광역시 서구 정서진1로 41 (오류동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
신용카드가능여부
체험안내
문의및안내
상세정보
이용가능시설
이용가능시설
화장실
내국인 예약안내
개요
인천 청라도 아라빛 섬 여객부두 통합 운영센터인 아라타워 23층에 위치해 있는 무료 전망대이다. 전망대는 서해의 일몰을 감상할 수 있는 명소로 유명하며  전망대에서 정서진 공원과 함께 서해바다와 인천대교까지 조망할 수 있다. 전망대는 09:00~22:00 운영하며  24층에 있는 정서진 아라 카페는 11:00~22:00까지 운영하고 있다. 아라타워 휴무일은 명절 당일과 1월 1일이며 전망대  홍보관  전시관 모두 입장료가 없고 넓은 주차장은 무료 이용이 가능하다. 주변 관광지로는 정서진  영종대교 기념관이 있다.
이용안내
이용시간
홍보관 09:00 ~ 18:00
전망대 09:00 ~ 22:00
카페 11:00 ~ 22:00
쉬는날
연중무휴 (명절당일 휴무)
주차시설
주차가능
신용카드가능여부
가능
체험안내
배조종 (시뮬레이션)
문의및안내
1899-3650
상세정보
이용가능시설
전망대
이용가능시설
카페  홍보관  문화관
화장실
가능 (남/녀 구분)
내국인 예약안내
전화
경인아라뱃길 아라타워 전망대 지도
경인아라뱃길 아라타워 전망대
10km
© NAVER Corp.
일반
지형
위성
확대보기"
내포보부상촌,"이미지 크게보기
내포보부상촌
분류
인문(문화/예술/역사) > 체험관광지 > 이색체험
위치
충청남도 예산군 덕산면 온천단지1로 55
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
수용인원
문의및안내
관련 홈페이지
상세정보
입 장 료
개요
내포 보부상촌은 천백년 역사 향기 가득한 예산군에 위치한 복합 테마파크로 한국의 전통 유통문화와 자연이 살아 숨 쉬는 전통문화 재현 체험형 테마파크이다. 전통사회에서 시장을 중심으로 봇짐이나 등짐을 지고 생산자와 소비자사이에 교환경제의 중간자 역할을 했던 상인 보부상을 중심으로 조성된 복합 테마 공간으로 역사 전통문화의 창달  상업과 유통에 대한 보부상 고유의 문화를 활용한 다양한 콘텐츠를 쉽게 접하고 체험하고 학습 할 수 있다.
이용안내
이용시간
평일 10:00 ~ 20:00
주말 10:00 ~ 21:00
쉬는날
매주 월요일
주차시설
있음
수용인원
최대 2 000명
문의및안내
041-337-8830
관련 홈페이지
http://www.yesan.go.kr/bobusang.do
상세정보
입 장 료
일반요금(대인 11 000 청소년 9 000 소인/경로 7 000 임산부/장애인/국가유공자 8 000)
예산군민(대인 5 500 청소년 4 500 소인/경로 3 500 임산부/장애인/국가유공자 4 000)
충남도민(대인 7 500 청소년 6 500 소인/경로 4 500 임산부/장애인/국가유공자 5 500)
※ 대인 만 19세 이상 / 청소년 만 13세 ~ 만 19세 미만 / 소인 만36개월 이상 12세 이하 / 경로 만 65세 이상
※ 중증장애인은 장애인요금으로 결제 입장 (동반 1인 무료)
※ 만 36개월 미만은 무료 입장
내포보부상촌 지도
내포보부상촌
10km
© NAVER Corp.
일반
지형
위성
확대보기"
고성 제3기 현무암 (강원평화지역 국가지질공원),"이미지 크게보기
고성 제3기 현무암 (강원평화지역 국가지질공원)
분류
자연 > 자연관광지 > 자연생태관광지
위치
강원도 고성군 토성면 뒷골길 60
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
개요
강원도 고성은 우리나라의 대표적인 신생대 제3기 알칼리 현무암 분포지역이다. 이 제3기 현무암은 고성산  오음산  뒷배재  운봉산 등의 5~7부 능선 이상에 분화구가 메워진 둥근 돔 형태로 나타난다. 이 지역에 산출되는 현무암은 다양한 종류의 맨틀 포획암과 지각 아래의 물질을 포함하고 있다. 따라서 고성의 현무암 분포지에서는 지각 깊은 곳의 물질들을 직접 눈으로 확인할 수 있다. 이와 함께 고성의 제3기 현무암에서는 주상절리가 특징적으로 잘 나타나며  이들 주상절리가 깨어져 산 정상에서 밑부분까지 여러 갈래로 흘러내리며 쌓여 만들어진 암괴류인 테일러스(돌서렁)도 관찰된다. 이는 화산활동으로 형성된 현무암 덩어리에 육각의 주상절리가 형성되고  이 주상절리가 부서지면서 사면의 골짜기나 능선을 뒤덮은 것이다. 이들 암괴류는 산간지방에서 매우 흔하게 관찰되는 지형이지만 현무암으로 구성된 암괴류는 매우 드문 경우에 해당한다.
이용안내
문의및안내
033-249-3881
관련 홈페이지
http://www.koreadmz.kr/goseong4
고성 제3기 현무암 (강원평화지역 국가지질공원) 지도
고성 제3기 현무암 (강원평화지역 국가지질공원)
10km
© NAVER Corp.
일반
지형
위성
확대보기"
오산 고인돌역사공원,"이미지 크게보기
오산 고인돌역사공원
분류
인문(문화/예술/역사) > 휴양관광지 > 공원
위치
경기도 오산시 수목원로 449
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
애완동물가능여부
문의및안내
상세정보
입 장 료
개요
경기도 기념물로 지정되어 있는 '금암리 지석묘군'은 전형적인 바둑판식 고인돌로 고인돌공원 내 9기의 고인돌이 위치하고 있다. 또한  남태령에서 안성까지 펼쳐 있는 경기 옛길 삼남길 코스 중에서도 제7길의 독산성길에 이어지는 곳으로  고즈넉한 산책로와 함께 넓은 잔디 광장과 다양한 체육시설이 구비돼 있는 오산시 명소 중 하나이다.
이용안내
이용시간
상시이용가능
애완동물가능여부
가능
문의및안내
031-8036-6473
상세정보
입 장 료
무료
오산 고인돌역사공원 지도
오산 고인돌역사공원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
팔당물안개공원,"분류
> >
위치
경기도 광주시 남종면
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
체험가능연령
문의및안내
관련 홈페이지
상세정보
입 장 료
개요
광주시 귀여리에 위치한 팔당물안개공원의 원래 명칭은 귀여섬이였으나 최근에 지금의 명칭으로 변경 되었다. 이 공원은 다목적광장  시민의 숲  희망의 숲  코스모스길 등으로 구성이 되어 있으며  가을이면 길을 따라 코스모스들이 한가득 피어나 코스모스 명소로도 유명하다. 자전거 길이 잘 조성 되어 있으며 대여소에는 2인용 자전거  3인용 자전거  패밀리 카트  클래식 전동카 등 취향에 맞게 골라 빌릴 수 있다.
이용안내
이용시간
하절기 05:00~20:00
동절기 07:00~18:00
쉬는날
연중개방
주차시설
주차가능
체험가능연령
전연령
문의및안내
광주시 관광안내소 031-762-3010
관련 홈페이지
광주시 문화관광 https://www.gjcity.go.kr/tour/main.do
상세정보
입 장 료
무료
팔당물안개공원 지도
팔당물안개공원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
